# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
274958,1,13,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274959,1,13,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274953,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274953,11,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274954,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274954,31,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274955,1,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274957,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274957,4,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274957,11,14,0,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/0
274957,14,13,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275832,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275832,202,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275846,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275834,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275834,170,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275835,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275841,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275837,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275828,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275836,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275836,769,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275829,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275831,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275833,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275838,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275847,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275847,671,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274889,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274917,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274909,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274904,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274895,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274888,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274913,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274905,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274894,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274999,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274999,218,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274998,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274998,61,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275000,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275001,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275001,1086,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275021,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275030,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275035,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275034,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275062,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275059,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275059,67,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275059,89,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275068,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275068,826,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275064,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275074,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275067,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275067,288,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275073,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275073,8,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275063,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275063,10,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275066,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275134,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275865,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275865,42,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275124,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275124,85,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275124,309,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275125,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275125,757,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275337,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275319,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275319,142,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275319,280,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275326,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275338,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275338,256,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275370,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275370,65,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275371,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275371,36,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275752,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275767,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275757,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275763,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275774,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275774,232,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275765,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275773,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275772,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275777,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275768,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275776,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275778,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275782,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275782,4,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275759,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275761,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275769,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274748,1,0,0,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/0
274799,1,0,0,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/0
274806,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274806,11,13,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274806,14,10,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275310,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275310,1932,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275308,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275309,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275309,380,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274877,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274877,5,14,0,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/0
274877,69,11,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274945,1,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274943,1,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274982,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274985,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274983,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274990,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274990,4,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274990,15,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275045,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275046,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275260,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275189,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275234,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275284,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275285,None,None,1,HLT_AK8PFJet500_v1,ONE,L1_SingleJet170
275283,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275291,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275291,278,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275282,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275282,141,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275290,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275292,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275286,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275289,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275293,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275311,1,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275375,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275375,81,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275375,250,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275375,1181,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275376,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275376,1971,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275376,3014,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274968,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274968,8,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274968,270,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274968,277,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274968,314,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274971,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274970,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274966,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274966,32,5,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274966,61,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274967,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274969,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274969,115,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275451,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275420,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275588,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275588,3,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275601,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275603,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275674,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275764,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275764,19,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275766,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275781,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275781,4,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275781,15,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275783,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275783,1256,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275758,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275760,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274868,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274861,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274880,1,11,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275476,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275658,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275658,211,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275658,232,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275656,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275656,113,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275657,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275657,9,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275657,49,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275659,1,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274981,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
274980,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275344,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275344,77,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
275345,1,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276453,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276453,42,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276454,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276454,8,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276457,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276437,1,0,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276437,240,1,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276437,762,2,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276437,1882,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276458,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276458,233,4,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276455,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
276456,1,3,1,HLT_AK8PFJet500_v1/1,ONE,L1_SingleJet170/1
278308,1,3,1,HLT_AK8PFJet500_v3/1,OR,L1_SingleJet170/1 L1_SingleJet200/1 L1_SingleJet180/1
278308,325,4,1,HLT_AK8PFJet500_v3/1,OR,L1_SingleJet180/1 L1_SingleJet170/1 L1_SingleJet200/1
